期权代码,交易代码,期权简称,标的代码,类型,认购/认沽,行权方式,行权价,合约单位,到期月份,上市日,到期日,行权日,行权交收日,上市首日参考价,结算方式,交易状态
10000767,510050C1612M02300,50ETF购2016年12月2.30,510050.SH,ETF期权,认购,欧式,2.300,10000,2016-12,2016-11-29,2016-12-28,2016-12-28,2016-12-29,0.1133,实物资产,退市
10000768,510050C1612M02350,50ETF购2016年12月2.35,510050.SH,ETF期权,认购,欧式,2.350,10000,2016-12,2016-11-29,2016-12-28,2016-12-28,2016-12-29,0.0742,实物资产,退市
10000769,510050C1612M02400,50ETF购2016年12月2.40,510050.SH,ETF期权,认购,欧式,2.400,10000,2016-12,2016-11-29,2016-12-28,2016-12-28,2016-12-29,0.0436,实物资产,退市
10000770,510050C1612M02450,50ETF购2016年12月2.45,510050.SH,ETF期权,认购,欧式,2.450,10000,2016-12,2016-11-29,2016-12-28,2016-12-28,2016-12-29,0.0242,实物资产,退市
10000771,510050C1612M02500,50ETF购2016年12月2.50,510050.SH,ETF期权,认购,欧式,2.500,10000,2016-12,2016-11-29,2016-12-28,2016-12-28,2016-12-29,0.0118,实物资产,退市
10000772,510050P1612M02300,50ETF沽2016年12月2.30,510050.SH,ETF期权,认沽,欧式,2.300,10000,2016-12,2016-11-29,2016-12-28,2016-12-28,2016-12-29,0.0086,实物资产,退市
10000773,510050P1612M02350,50ETF沽2016年12月2.35,510050.SH,ETF期权,认沽,欧式,2.350,10000,2016-12,2016-11-29,2016-12-28,2016-12-28,2016-12-29,0.0196,实物资产,退市
10000774,510050P1612M02400,50ETF沽2016年12月2.40,510050.SH,ETF期权,认沽,欧式,2.400,10000,2016-12,2016-11-29,2016-12-28,2016-12-28,2016-12-29,0.0394,实物资产,退市
10000775,510050P1612M02450,50ETF沽2016年12月2.45,510050.SH,ETF期权,认沽,欧式,2.450,10000,2016-12,2016-11-29,2016-12-28,2016-12-28,2016-12-29,0.0710,实物资产,退市
10000776,510050P1612M02500,50ETF沽2016年12月2.50,510050.SH,ETF期权,认沽,欧式,2.500,10000,2016-12,2016-11-29,2016-12-28,2016-12-28,2016-12-29,0.1081,实物资产,退市
10000777,510050C1701M02300,50ETF购2017年1月2.30,510050.SH,ETF期权,认购,欧式,2.300,10000,2017-01,2016-11-29,2017-01-25,2017-01-25,2017-01-26,0.1208,实物资产,退市
10000778,510050C1701M02350,50ETF购2017年1月2.35,510050.SH,ETF期权,认购,欧式,2.350,10000,2017-01,2016-11-29,2017-01-25,2017-01-25,2017-01-26,0.0864,实物资产,退市
10000779,510050C1701M02400,50ETF购2017年1月2.40,510050.SH,ETF期权,认购,欧式,2.400,10000,2017-01,2016-11-29,2017-01-25,2017-01-25,2017-01-26,0.0588,实物资产,退市
10000780,510050C1701M02450,50ETF购2017年1月2.45,510050.SH,ETF期权,认购,欧式,2.450,10000,2017-01,2016-11-29,2017-01-25,2017-01-25,2017-01-26,0.0381,实物资产,退市
10000781,510050C1701M02500,50ETF购2017年1月2.50,510050.SH,ETF期权,认购,欧式,2.500,10000,2017-01,2016-11-29,2017-01-25,2017-01-25,2017-01-26,0.0224,实物资产,退市
10000782,510050P1701M02300,50ETF沽2017年1月2.30,510050.SH,ETF期权,认沽,欧式,2.300,10000,2017-01,2016-11-29,2017-01-25,2017-01-25,2017-01-26,0.0184,实物资产,退市
10000783,510050P1701M02350,50ETF沽2017年1月2.35,510050.SH,ETF期权,认沽,欧式,2.350,10000,2017-01,2016-11-29,2017-01-25,2017-01-25,2017-01-26,0.0342,实物资产,退市
10000784,510050P1701M02400,50ETF沽2017年1月2.40,510050.SH,ETF期权,认沽,欧式,2.400,10000,2017-01,2016-11-29,2017-01-25,2017-01-25,2017-01-26,0.0572,实物资产,退市
10000785,510050P1701M02450,50ETF沽2017年1月2.45,510050.SH,ETF期权,认沽,欧式,2.450,10000,2017-01,2016-11-29,2017-01-25,2017-01-25,2017-01-26,0.0868,实物资产,退市
10000786,510050P1701M02500,50ETF沽2017年1月2.50,510050.SH,ETF期权,认沽,欧式,2.500,10000,2017-01,2016-11-29,2017-01-25,2017-01-25,2017-01-26,0.1202,实物资产,退市
10000787,510050C1703M02300,50ETF购2017年3月2.30,510050.SH,ETF期权,认购,欧式,2.300,10000,2017-03,2016-11-29,2017-03-22,2017-03-22,2017-03-23,0.1353,实物资产,退市
10000788,510050C1703M02350,50ETF购2017年3月2.35,510050.SH,ETF期权,认购,欧式,2.350,10000,2017-03,2016-11-29,2017-03-22,2017-03-22,2017-03-23,0.1059,实物资产,退市
10000789,510050C1703M02400,50ETF购2017年3月2.40,510050.SH,ETF期权,认购,欧式,2.400,10000,2017-03,2016-11-29,2017-03-22,2017-03-22,2017-03-23,0.0815,实物资产,退市
10000790,510050C1703M02450,50ETF购2017年3月2.45,510050.SH,ETF期权,认购,欧式,2.450,10000,2017-03,2016-11-29,2017-03-22,2017-03-22,2017-03-23,0.0613,实物资产,退市
10000791,510050C1703M02500,50ETF购2017年3月2.50,510050.SH,ETF期权,认购,欧式,2.500,10000,2017-03,2016-11-29,2017-03-22,2017-03-22,2017-03-23,0.0436,实物资产,退市
10000792,510050P1703M02300,50ETF沽2017年3月2.30,510050.SH,ETF期权,认沽,欧式,2.300,10000,2017-03,2016-11-29,2017-03-22,2017-03-22,2017-03-23,0.0477,实物资产,退市
10000793,510050P1703M02350,50ETF沽2017年3月2.35,510050.SH,ETF期权,认沽,欧式,2.350,10000,2017-03,2016-11-29,2017-03-22,2017-03-22,2017-03-23,0.0682,实物资产,退市
10000794,510050P1703M02400,50ETF沽2017年3月2.40,510050.SH,ETF期权,认沽,欧式,2.400,10000,2017-03,2016-11-29,2017-03-22,2017-03-22,2017-03-23,0.0932,实物资产,退市
10000795,510050P1703M02450,50ETF沽2017年3月2.45,510050.SH,ETF期权,认沽,欧式,2.450,10000,2017-03,2016-11-29,2017-03-22,2017-03-22,2017-03-23,0.1226,实物资产,退市
10000796,510050P1703M02500,50ETF沽2017年3月2.50,510050.SH,ETF期权,认沽,欧式,2.500,10000,2017-03,2016-11-29,2017-03-22,2017-03-22,2017-03-23,0.1535,实物资产,退市
10000797,510050C1706M02300,50ETF购2017年6月2.30,510050.SH,ETF期权,认购,欧式,2.300,10000,2017-06,2016-11-29,2017-06-28,2017-06-28,2017-06-29,0.1543,实物资产,退市
10000798,510050C1706M02350,50ETF购2017年6月2.35,510050.SH,ETF期权,认购,欧式,2.350,10000,2017-06,2016-11-29,2017-06-28,2017-06-28,2017-06-29,0.1289,实物资产,退市
10000799,510050C1706M02400,50ETF购2017年6月2.40,510050.SH,ETF期权,认购,欧式,2.400,10000,2017-06,2016-11-29,2017-06-28,2017-06-28,2017-06-29,0.1066,实物资产,退市
10000800,510050C1706M02450,50ETF购2017年6月2.45,510050.SH,ETF期权,认购,欧式,2.450,10000,2017-06,2016-11-29,2017-06-28,2017-06-28,2017-06-29,0.0876,实物资产,退市
10000801,510050C1706M02500,50ETF购2017年6月2.50,510050.SH,ETF期权,认购,欧式,2.500,10000,2017-06,2016-11-29,2017-06-28,2017-06-28,2017-06-29,0.0697,实物资产,退市
10000802,510050P1706M02300,50ETF沽2017年6月2.30,510050.SH,ETF期权,认沽,欧式,2.300,10000,2017-06,2016-11-29,2017-06-28,2017-06-28,2017-06-29,0.0819,实物资产,退市
10000803,510050P1706M02350,50ETF沽2017年6月2.35,510050.SH,ETF期权,认沽,欧式,2.350,10000,2017-06,2016-11-29,2017-06-28,2017-06-28,2017-06-29,0.1054,实物资产,退市
10000804,510050P1706M02400,50ETF沽2017年6月2.40,510050.SH,ETF期权,认沽,欧式,2.400,10000,2017-06,2016-11-29,2017-06-28,2017-06-28,2017-06-29,0.1322,实物资产,退市
10000805,510050P1706M02450,50ETF沽2017年6月2.45,510050.SH,ETF期权,认沽,欧式,2.450,10000,2017-06,2016-11-29,2017-06-28,2017-06-28,2017-06-29,0.1612,实物资产,退市
10000806,510050P1706M02500,50ETF沽2017年6月2.50,510050.SH,ETF期权,认沽,欧式,2.500,10000,2017-06,2016-11-29,2017-06-28,2017-06-28,2017-06-29,0.1906,实物资产,退市
10000807,510050C1612M02550,50ETF购2016年12月2.55,510050.SH,ETF期权,认购,欧式,2.550,10000,2016-12,2016-11-30,2016-12-28,2016-12-28,2016-12-29,0.0110,实物资产,退市
10000808,510050P1612M02550,50ETF沽2016年12月2.55,510050.SH,ETF期权,认沽,欧式,2.550,10000,2016-12,2016-11-30,2016-12-28,2016-12-28,2016-12-29,0.1167,实物资产,退市
10000809,510050C1701M02550,50ETF购2017年1月2.55,510050.SH,ETF期权,认购,欧式,2.550,10000,2017-01,2016-11-30,2017-01-25,2017-01-25,2017-01-26,0.0231,实物资产,退市
10000810,510050P1701M02550,50ETF沽2017年1月2.55,510050.SH,ETF期权,认沽,欧式,2.550,10000,2017-01,2016-11-30,2017-01-25,2017-01-25,2017-01-26,0.1331,实物资产,退市
10000811,510050C1703M02550,50ETF购2017年3月2.55,510050.SH,ETF期权,认购,欧式,2.550,10000,2017-03,2016-11-30,2017-03-22,2017-03-22,2017-03-23,0.0430,实物资产,退市
10000812,510050P1703M02550,50ETF沽2017年3月2.55,510050.SH,ETF期权,认沽,欧式,2.550,10000,2017-03,2016-11-30,2017-03-22,2017-03-22,2017-03-23,0.1669,实物资产,退市
10000813,510050C1706M02550,50ETF购2017年6月2.55,510050.SH,ETF期权,认购,欧式,2.550,10000,2017-06,2016-11-30,2017-06-28,2017-06-28,2017-06-29,0.0735,实物资产,退市
10000814,510050P1706M02550,50ETF沽2017年6月2.55,510050.SH,ETF期权,认沽,欧式,2.550,10000,2017-06,2016-11-30,2017-06-28,2017-06-28,2017-06-29,0.2014,实物资产,退市
10000815,510050C1612M02250,50ETF购2016年12月2.25,510050.SH,ETF期权,认购,欧式,2.250,10000,2016-12,2016-12-06,2016-12-28,2016-12-28,2016-12-29,0.1266,实物资产,退市
10000816,510050P1612M02250,50ETF沽2016年12月2.25,510050.SH,ETF期权,认沽,欧式,2.250,10000,2016-12,2016-12-06,2016-12-28,2016-12-28,2016-12-29,0.0041,实物资产,退市
10000817,510050C1701M02250,50ETF购2017年1月2.25,510050.SH,ETF期权,认购,欧式,2.250,10000,2017-01,2016-12-06,2017-01-25,2017-01-25,2017-01-26,0.1351,实物资产,退市
10000818,510050P1701M02250,50ETF沽2017年1月2.25,510050.SH,ETF期权,认沽,欧式,2.250,10000,2017-01,2016-12-06,2017-01-25,2017-01-25,2017-01-26,0.0138,实物资产,退市
10000819,510050C1703M02250,50ETF购2017年3月2.25,510050.SH,ETF期权,认购,欧式,2.250,10000,2017-03,2016-12-06,2017-03-22,2017-03-22,2017-03-23,0.1614,实物资产,退市
10000820,510050P1703M02250,50ETF沽2017年3月2.25,510050.SH,ETF期权,认沽,欧式,2.250,10000,2017-03,2016-12-06,2017-03-22,2017-03-22,2017-03-23,0.0422,实物资产,退市
10000821,510050C1706M02250,50ETF购2017年6月2.25,510050.SH,ETF期权,认购,欧式,2.250,10000,2017-06,2016-12-06,2017-06-28,2017-06-28,2017-06-29,0.1968,实物资产,退市
10000822,510050P1706M02250,50ETF沽2017年6月2.25,510050.SH,ETF期权,认沽,欧式,2.250,10000,2017-06,2016-12-06,2017-06-28,2017-06-28,2017-06-29,0.0759,实物资产,退市
10000823,510050C1612M02200,50ETF购2016年12月2.20,510050.SH,ETF期权,认购,欧式,2.200,10000,2016-12,2016-12-16,2016-12-28,2016-12-28,2016-12-29,0.1103,实物资产,退市
10000824,510050P1612M02200,50ETF沽2016年12月2.20,510050.SH,ETF期权,认沽,欧式,2.200,10000,2016-12,2016-12-16,2016-12-28,2016-12-28,2016-12-29,0.0030,实物资产,退市
10000825,510050C1701M02200,50ETF购2017年1月2.20,510050.SH,ETF期权,认购,欧式,2.200,10000,2017-01,2016-12-16,2017-01-25,2017-01-25,2017-01-26,0.1261,实物资产,退市
10000826,510050P1701M02200,50ETF沽2017年1月2.20,510050.SH,ETF期权,认沽,欧式,2.200,10000,2017-01,2016-12-16,2017-01-25,2017-01-25,2017-01-26,0.0159,实物资产,退市
10000827,510050C1703M02200,50ETF购2017年3月2.20,510050.SH,ETF期权,认购,欧式,2.200,10000,2017-03,2016-12-16,2017-03-22,2017-03-22,2017-03-23,0.1462,实物资产,退市
10000828,510050P1703M02200,50ETF沽2017年3月2.20,510050.SH,ETF期权,认沽,欧式,2.200,10000,2017-03,2016-12-16,2017-03-22,2017-03-22,2017-03-23,0.0344,实物资产,退市
10000829,510050C1706M02200,50ETF购2017年6月2.20,510050.SH,ETF期权,认购,欧式,2.200,10000,2017-06,2016-12-16,2017-06-28,2017-06-28,2017-06-29,0.1785,实物资产,退市
10000830,510050P1706M02200,50ETF沽2017年6月2.20,510050.SH,ETF期权,认沽,欧式,2.200,10000,2017-06,2016-12-16,2017-06-28,2017-06-28,2017-06-29,0.0666,实物资产,退市
10000831,510050C1702M02200,50ETF购2017年2月2.20,510050.SH,ETF期权,认购,欧式,2.200,10000,2017-02,2016-12-29,2017-02-22,2017-02-22,2017-02-23,0.1043,实物资产,退市
10000832,510050C1702M02250,50ETF购2017年2月2.25,510050.SH,ETF期权,认购,欧式,2.250,10000,2017-02,2016-12-29,2017-02-22,2017-02-22,2017-02-23,0.0756,实物资产,退市
10000833,510050C1702M02300,50ETF购2017年2月2.30,510050.SH,ETF期权,认购,欧式,2.300,10000,2017-02,2016-12-29,2017-02-22,2017-02-22,2017-02-23,0.0534,实物资产,退市
10000834,510050C1702M02350,50ETF购2017年2月2.35,510050.SH,ETF期权,认购,欧式,2.350,10000,2017-02,2016-12-29,2017-02-22,2017-02-22,2017-02-23,0.0377,实物资产,退市
10000835,510050C1702M02400,50ETF购2017年2月2.40,510050.SH,ETF期权,认购,欧式,2.400,10000,2017-02,2016-12-29,2017-02-22,2017-02-22,2017-02-23,0.0259,实物资产,退市
10000836,510050P1702M02200,50ETF沽2017年2月2.20,510050.SH,ETF期权,认沽,欧式,2.200,10000,2017-02,2016-12-29,2017-02-22,2017-02-22,2017-02-23,0.0331,实物资产,退市
10000837,510050P1702M02250,50ETF沽2017年2月2.25,510050.SH,ETF期权,认沽,欧式,2.250,10000,2017-02,2016-12-29,2017-02-22,2017-02-22,2017-02-23,0.0542,实物资产,退市
10000838,510050P1702M02300,50ETF沽2017年2月2.30,510050.SH,ETF期权,认沽,欧式,2.300,10000,2017-02,2016-12-29,2017-02-22,2017-02-22,2017-02-23,0.0815,实物资产,退市
10000839,510050P1702M02350,50ETF沽2017年2月2.35,510050.SH,ETF期权,认沽,欧式,2.350,10000,2017-02,2016-12-29,2017-02-22,2017-02-22,2017-02-23,0.1155,实物资产,退市
10000840,510050P1702M02400,50ETF沽2017年2月2.40,510050.SH,ETF期权,认沽,欧式,2.400,10000,2017-02,2016-12-29,2017-02-22,2017-02-22,2017-02-23,0.1550,实物资产,退市
10000841,510050C1702M02450,50ETF购2017年2月2.45,510050.SH,ETF期权,认购,欧式,2.450,10000,2017-02,2017-01-05,2017-02-22,2017-02-22,2017-02-23,0.0127,实物资产,退市
10000842,510050P1702M02450,50ETF沽2017年2月2.45,510050.SH,ETF期权,认沽,欧式,2.450,10000,2017-02,2017-01-05,2017-02-22,2017-02-22,2017-02-23,0.1403,实物资产,退市
10000843,510050C1709M02250,50ETF购2017年9月2.25,510050.SH,ETF期权,认购,欧式,2.250,10000,2017-09,2017-01-26,2017-09-27,2017-09-27,2017-09-28,0.1732,实物资产,退市
10000844,510050C1709M02300,50ETF购2017年9月2.30,510050.SH,ETF期权,认购,欧式,2.300,10000,2017-09,2017-01-26,2017-09-27,2017-09-27,2017-09-28,0.1444,实物资产,退市
10000845,510050C1709M02350,50ETF购2017年9月2.35,510050.SH,ETF期权,认购,欧式,2.350,10000,2017-09,2017-01-26,2017-09-27,2017-09-27,2017-09-28,0.1195,实物资产,退市
10000846,510050C1709M02400,50ETF购2017年9月2.40,510050.SH,ETF期权,认购,欧式,2.400,10000,2017-09,2017-01-26,2017-09-27,2017-09-27,2017-09-28,0.0981,实物资产,退市
10000847,510050C1709M02450,50ETF购2017年9月2.45,510050.SH,ETF期权,认购,欧式,2.450,10000,2017-09,2017-01-26,2017-09-27,2017-09-27,2017-09-28,0.0797,实物资产,退市
10000848,510050P1709M02250,50ETF沽2017年9月2.25,510050.SH,ETF期权,认沽,欧式,2.250,10000,2017-09,2017-01-26,2017-09-27,2017-09-27,2017-09-28,0.0525,实物资产,退市
10000849,510050P1709M02300,50ETF沽2017年9月2.30,510050.SH,ETF期权,认沽,欧式,2.300,10000,2017-09,2017-01-26,2017-09-27,2017-09-27,2017-09-28,0.0724,实物资产,退市
10000850,510050P1709M02350,50ETF沽2017年9月2.35,510050.SH,ETF期权,认沽,欧式,2.350,10000,2017-09,2017-01-26,2017-09-27,2017-09-27,2017-09-28,0.0957,实物资产,退市
10000851,510050P1709M02400,50ETF沽2017年9月2.40,510050.SH,ETF期权,认沽,欧式,2.400,10000,2017-09,2017-01-26,2017-09-27,2017-09-27,2017-09-28,0.1233,实物资产,退市
10000852,510050P1709M02450,50ETF沽2017年9月2.45,510050.SH,ETF期权,认沽,欧式,2.450,10000,2017-09,2017-01-26,2017-09-27,2017-09-27,2017-09-28,0.1543,实物资产,退市
10000853,510050C1702M02500,50ETF购2017年2月2.50,510050.SH,ETF期权,认购,欧式,2.500,10000,2017-02,2017-02-14,2017-02-22,2017-02-22,2017-02-23,0.0001,实物资产,退市
10000854,510050P1702M02500,50ETF沽2017年2月2.50,510050.SH,ETF期权,认沽,欧式,2.500,10000,2017-02,2017-02-14,2017-02-22,2017-02-22,2017-02-23,0.1220,实物资产,退市
10000855,510050C1709M02500,50ETF购2017年9月2.50,510050.SH,ETF期权,认购,欧式,2.500,10000,2017-09,2017-02-14,2017-09-27,2017-09-27,2017-09-28,0.0545,实物资产,退市
10000856,510050P1709M02500,50ETF沽2017年9月2.50,510050.SH,ETF期权,认沽,欧式,2.500,10000,2017-09,2017-02-14,2017-09-27,2017-09-27,2017-09-28,0.1699,实物资产,退市
10000857,510050C1704M02300,50ETF购2017年4月2.30,510050.SH,ETF期权,认购,欧式,2.300,10000,2017-04,2017-02-23,2017-04-26,2017-04-26,2017-04-27,0.1077,实物资产,退市
10000858,510050C1704M02350,50ETF购2017年4月2.35,510050.SH,ETF期权,认购,欧式,2.350,10000,2017-04,2017-02-23,2017-04-26,2017-04-26,2017-04-27,0.0744,实物资产,退市
10000859,510050C1704M02400,50ETF购2017年4月2.40,510050.SH,ETF期权,认购,欧式,2.400,10000,2017-04,2017-02-23,2017-04-26,2017-04-26,2017-04-27,0.0479,实物资产,退市
10000860,510050C1704M02450,50ETF购2017年4月2.45,510050.SH,ETF期权,认购,欧式,2.450,10000,2017-04,2017-02-23,2017-04-26,2017-04-26,2017-04-27,0.0281,实物资产,退市
10000861,510050C1704M02500,50ETF购2017年4月2.50,510050.SH,ETF期权,认购,欧式,2.500,10000,2017-04,2017-02-23,2017-04-26,2017-04-26,2017-04-27,0.0153,实物资产,退市
10000862,510050P1704M02300,50ETF沽2017年4月2.30,510050.SH,ETF期权,认沽,欧式,2.300,10000,2017-04,2017-02-23,2017-04-26,2017-04-26,2017-04-27,0.0144,实物资产,退市
10000863,510050P1704M02350,50ETF沽2017年4月2.35,510050.SH,ETF期权,认沽,欧式,2.350,10000,2017-04,2017-02-23,2017-04-26,2017-04-26,2017-04-27,0.0290,实物资产,退市
10000864,510050P1704M02400,50ETF沽2017年4月2.40,510050.SH,ETF期权,认沽,欧式,2.400,10000,2017-04,2017-02-23,2017-04-26,2017-04-26,2017-04-27,0.0491,实物资产,退市
10000865,510050P1704M02450,50ETF沽2017年4月2.45,510050.SH,ETF期权,认沽,欧式,2.450,10000,2017-04,2017-02-23,2017-04-26,2017-04-26,2017-04-27,0.0829,实物资产,退市
10000866,510050P1704M02500,50ETF沽2017年4月2.50,510050.SH,ETF期权,认沽,欧式,2.500,10000,2017-04,2017-02-23,2017-04-26,2017-04-26,2017-04-27,0.1219,实物资产,退市
10000867,510050C1704M02250,50ETF购2017年4月2.25,510050.SH,ETF期权,认购,欧式,2.250,10000,2017-04,2017-02-28,2017-04-26,2017-04-26,2017-04-27,0.1293,实物资产,退市
10000868,510050P1704M02250,50ETF沽2017年4月2.25,510050.SH,ETF期权,认沽,欧式,2.250,10000,2017-04,2017-02-28,2017-04-26,2017-04-26,2017-04-27,0.0064,实物资产,退市
10000869,510050C1705M02250,50ETF购2017年5月2.25,510050.SH,ETF期权,认购,欧式,2.250,10000,2017-05,2017-03-23,2017-05-24,2017-05-24,2017-05-25,0.0975,实物资产,退市
10000870,510050C1705M02300,50ETF购2017年5月2.30,510050.SH,ETF期权,认购,欧式,2.300,10000,2017-05,2017-03-23,2017-05-24,2017-05-24,2017-05-25,0.0586,实物资产,退市
10000871,510050C1705M02350,50ETF购2017年5月2.35,510050.SH,ETF期权,认购,欧式,2.350,10000,2017-05,2017-03-23,2017-05-24,2017-05-24,2017-05-25,0.0326,实物资产,退市
10000872,510050C1705M02400,50ETF购2017年5月2.40,510050.SH,ETF期权,认购,欧式,2.400,10000,2017-05,2017-03-23,2017-05-24,2017-05-24,2017-05-25,0.0167,实物资产,退市
10000873,510050C1705M02450,50ETF购2017年5月2.45,510050.SH,ETF期权,认购,欧式,2.450,10000,2017-05,2017-03-23,2017-05-24,2017-05-24,2017-05-25,0.0084,实物资产,退市
10000874,510050P1705M02250,50ETF沽2017年5月2.25,510050.SH,ETF期权,认沽,欧式,2.250,10000,2017-05,2017-03-23,2017-05-24,2017-05-24,2017-05-25,0.0097,实物资产,退市
10000875,510050P1705M02300,50ETF沽2017年5月2.30,510050.SH,ETF期权,认沽,欧式,2.300,10000,2017-05,2017-03-23,2017-05-24,2017-05-24,2017-05-25,0.0233,实物资产,退市
10000876,510050P1705M02350,50ETF沽2017年5月2.35,510050.SH,ETF期权,认沽,欧式,2.350,10000,2017-05,2017-03-23,2017-05-24,2017-05-24,2017-05-25,0.0471,实物资产,退市
10000877,510050P1705M02400,50ETF沽2017年5月2.40,510050.SH,ETF期权,认沽,欧式,2.400,10000,2017-05,2017-03-23,2017-05-24,2017-05-24,2017-05-25,0.0818,实物资产,退市
10000878,510050P1705M02450,50ETF沽2017年5月2.45,510050.SH,ETF期权,认沽,欧式,2.450,10000,2017-05,2017-03-23,2017-05-24,2017-05-24,2017-05-25,0.1241,实物资产,退市
10000879,510050C1705M02500,50ETF购2017年5月2.50,510050.SH,ETF期权,认购,欧式,2.500,10000,2017-05,2017-04-06,2017-05-24,2017-05-24,2017-05-25,0.0032,实物资产,退市
10000880,510050P1705M02500,50ETF沽2017年5月2.50,510050.SH,ETF期权,认沽,欧式,2.500,10000,2017-05,2017-04-06,2017-05-24,2017-05-24,2017-05-25,0.1191,实物资产,退市
10000881,510050C1704M02200,50ETF购2017年4月2.20,510050.SH,ETF期权,认购,欧式,2.200,10000,2017-04,2017-04-20,2017-04-26,2017-04-26,2017-04-27,0.1233,实物资产,退市
10000882,510050P1704M02200,50ETF沽2017年4月2.20,510050.SH,ETF期权,认沽,欧式,2.200,10000,2017-04,2017-04-20,2017-04-26,2017-04-26,2017-04-27,0.0001,实物资产,退市
10000883,510050C1705M02200,50ETF购2017年5月2.20,510050.SH,ETF期权,认购,欧式,2.200,10000,2017-05,2017-04-20,2017-05-24,2017-05-24,2017-05-25,0.1283,实物资产,退市
10000884,510050P1705M02200,50ETF沽2017年5月2.20,510050.SH,ETF期权,认沽,欧式,2.200,10000,2017-05,2017-04-20,2017-05-24,2017-05-24,2017-05-25,0.0013,实物资产,退市
10000885,510050C1709M02200,50ETF购2017年9月2.20,510050.SH,ETF期权,认购,欧式,2.200,10000,2017-09,2017-04-20,2017-09-27,2017-09-27,2017-09-28,0.1512,实物资产,退市
10000886,510050P1709M02200,50ETF沽2017年9月2.20,510050.SH,ETF期权,认沽,欧式,2.200,10000,2017-09,2017-04-20,2017-09-27,2017-09-27,2017-09-28,0.0169,实物资产,退市
10000887,510050C1712M02250,50ETF购12月2.25,510050.SH,ETF期权,认购,欧式,2.250,10000,2017-12,2017-04-27,2017-12-27,2017-12-27,2017-12-28,0.1333,实物资产,上市
10000888,510050C1712M02300,50ETF购12月2.30,510050.SH,ETF期权,认购,欧式,2.300,10000,2017-12,2017-04-27,2017-12-27,2017-12-27,2017-12-28,0.0972,实物资产,上市
10000889,510050C1712M02350,50ETF购12月2.35,510050.SH,ETF期权,认购,欧式,2.350,10000,2017-12,2017-04-27,2017-12-27,2017-12-27,2017-12-28,0.0758,实物资产,上市
10000890,510050C1712M02400,50ETF购12月2.40,510050.SH,ETF期权,认购,欧式,2.400,10000,2017-12,2017-04-27,2017-12-27,2017-12-27,2017-12-28,0.0574,实物资产,上市
10000891,510050C1712M02450,50ETF购12月2.45,510050.SH,ETF期权,认购,欧式,2.450,10000,2017-12,2017-04-27,2017-12-27,2017-12-27,2017-12-28,0.0424,实物资产,上市
10000892,510050P1712M02250,50ETF沽12月2.25,510050.SH,ETF期权,认沽,欧式,2.250,10000,2017-12,2017-04-27,2017-12-27,2017-12-27,2017-12-28,0.0284,实物资产,上市
10000893,510050P1712M02300,50ETF沽12月2.30,510050.SH,ETF期权,认沽,欧式,2.300,10000,2017-12,2017-04-27,2017-12-27,2017-12-27,2017-12-28,0.0482,实物资产,上市
10000894,510050P1712M02350,50ETF沽12月2.35,510050.SH,ETF期权,认沽,欧式,2.350,10000,2017-12,2017-04-27,2017-12-27,2017-12-27,2017-12-28,0.0756,实物资产,上市
10000895,510050P1712M02400,50ETF沽12月2.40,510050.SH,ETF期权,认沽,欧式,2.400,10000,2017-12,2017-04-27,2017-12-27,2017-12-27,2017-12-28,0.1076,实物资产,上市
10000896,510050P1712M02450,50ETF沽12月2.45,510050.SH,ETF期权,认沽,欧式,2.450,10000,2017-12,2017-04-27,2017-12-27,2017-12-27,2017-12-28,0.1426,实物资产,上市
10000897,510050C1712M02200,50ETF购12月2.20,510050.SH,ETF期权,认购,欧式,2.200,10000,2017-12,2017-05-05,2017-12-27,2017-12-27,2017-12-28,0.1620,实物资产,上市
10000898,510050P1712M02200,50ETF沽12月2.20,510050.SH,ETF期权,认沽,欧式,2.200,10000,2017-12,2017-05-05,2017-12-27,2017-12-27,2017-12-28,0.0133,实物资产,上市
10000899,510050C1712M02500,50ETF购12月2.50,510050.SH,ETF期权,认购,欧式,2.500,10000,2017-12,2017-05-17,2017-12-27,2017-12-27,2017-12-28,0.0159,实物资产,上市
10000900,510050P1712M02500,50ETF沽12月2.50,510050.SH,ETF期权,认沽,欧式,2.500,10000,2017-12,2017-05-17,2017-12-27,2017-12-27,2017-12-28,0.1357,实物资产,上市
10000901,510050C1707M02300,50ETF购2017年7月2.30,510050.SH,ETF期权,认购,欧式,2.300,10000,2017-07,2017-05-25,2017-07-26,2017-07-26,2017-07-27,0.1043,实物资产,退市
10000902,510050C1707M02350,50ETF购2017年7月2.35,510050.SH,ETF期权,认购,欧式,2.350,10000,2017-07,2017-05-25,2017-07-26,2017-07-26,2017-07-27,0.0610,实物资产,退市
10000903,510050C1707M02400,50ETF购2017年7月2.40,510050.SH,ETF期权,认购,欧式,2.400,10000,2017-07,2017-05-25,2017-07-26,2017-07-26,2017-07-27,0.0285,实物资产,退市
10000904,510050C1707M02450,50ETF购2017年7月2.45,510050.SH,ETF期权,认购,欧式,2.450,10000,2017-07,2017-05-25,2017-07-26,2017-07-26,2017-07-27,0.0140,实物资产,退市
10000905,510050C1707M02500,50ETF购2017年7月2.50,510050.SH,ETF期权,认购,欧式,2.500,10000,2017-07,2017-05-25,2017-07-26,2017-07-26,2017-07-27,0.0064,实物资产,退市
